,Author_A,Author_B,bc_A,bc_B
103,1017,3859,0.0,0.0
104,1018,1208,0.000496654350843017,0.02256795438916914
105,1018,1450,0.000496654350843017,0.0026294802996204665
106,1018,2475,0.000496654350843017,7.064667673441089e-05
107,1018,2518,0.000496654350843017,0.04664416102539742
108,1018,2588,0.000496654350843017,0.014014122199767692
109,1018,3044,0.000496654350843017,2.7816229283178977e-05
110,1018,3138,0.000496654350843017,0.0007922942778737253
111,1018,3587,0.000496654350843017,0.004605351709175533
112,1019,3306,0.0,0.0
113,102,1802,0.0005113804821884801,0.005669458900644794
114,102,2260,0.0005113804821884801,0.0
115,1020,1676,1.3333547375450145e-05,0.0012636839160751008
116,1020,2084,1.3333547375450145e-05,0.0010224251925567446
117,1020,2154,1.3333547375450145e-05,0.002028445467126059
118,1020,3111,1.3333547375450145e-05,0.00024607322972024004
119,1021,1163,0.0008796390157485595,0.0005965170680955964
120,1021,1398,0.0008796390157485595,0.009724801404411927
121,1021,1715,0.0008796390157485595,0.000799539344392055
122,1021,2148,0.0008796390157485595,0.002227880334095844
123,1021,2287,0.0008796390157485595,0.001178131426489728
124,1021,2409,0.0008796390157485595,0.0024664981824437126
125,1021,2474,0.0008796390157485595,0.0008037039720761872
126,1021,2773,0.0008796390157485595,0.011259131579028378
127,1021,2915,0.0008796390157485595,0.001714042106165348
128,1021,2960,0.0008796390157485595,0.004099142084732315
129,1021,2980,0.0008796390157485595,6.222059133425342e-05
130,1021,3196,0.0008796390157485595,0.020564958560036824
131,1021,3389,0.0008796390157485595,0.0028767217746469343
132,1021,3661,0.0008796390157485595,0.0018852548010474233
133,1021,3728,0.0008796390157485595,0.000160672983163342
134,1021,4031,0.0008796390157485595,2.8994358326206787e-05
135,1023,1201,0.0015340150248636737,0.0
136,1023,2438,0.0015340150248636737,0.0006822055121734501
137,1023,2599,0.0015340150248636737,0.0
138,1023,2861,0.0015340150248636737,0.019517384537349067
139,1023,3576,0.0015340150248636737,0.00022081848912043625
140,1023,3810,0.0015340150248636737,0.0006145811093967418
141,1023,4037,0.0015340150248636737,0.0
142,1024,1775,0.0,0.0
143,1025,2066,0.0005807075130242419,0.0042971251434204905
144,1025,3021,0.0005807075130242419,0.00017331734532147997
145,1026,2566,0.0,1.5109731909705585e-06
146,1026,3423,0.0,0.0
147,1027,3992,0.0,0.0
148,1028,1264,0.00016480112168893587,0.0015341774072490796
149,1028,1884,0.00016480112168893587,1.902548292315149e-06
150,1028,2185,0.00016480112168893587,0.0
151,1028,2747,0.00016480112168893587,0.001602031185118301
152,1028,3252,0.00016480112168893587,0.0
153,1028,3680,0.00016480112168893587,0.0
154,1029,1152,0.0017452205221403943,0.0
155,1029,2464,0.0017452205221403943,0.0015707759803683292
156,1029,2472,0.0017452205221403943,0.001682818982163735
157,1029,2617,0.0017452205221403943,0.005505211582238849
158,1029,3022,0.0017452205221403943,2.173756385413739e-06
159,1029,3216,0.0017452205221403943,6.997073752591218e-05
160,1029,3383,0.0017452205221403943,0.0
161,1029,3831,0.0017452205221403943,0.0011101746294054416
162,103,2595,0.0,0.001379668388304364
163,1030,1034,0.009443767168670389,0.0005330825806972866
164,1030,1074,0.009443767168670389,0.010276283989547138
165,1030,1076,0.009443767168670389,0.005113782866268975
166,1030,1173,0.009443767168670389,0.016072114077565897
167,1030,1174,0.009443767168670389,0.003473496394943694
168,1030,1183,0.009443767168670389,0.008160558599736682
169,1030,1190,0.009443767168670389,0.006832124981339052
170,1030,1200,0.009443767168670389,2.4482893222848358e-05
171,1030,1228,0.009443767168670389,0.009836933334345549
172,1030,1240,0.009443767168670389,0.019272809676438386
173,1030,1343,0.009443767168670389,0.00284428426354194
174,1030,1344,0.009443767168670389,8.033531770224218e-05
175,1030,1477,0.009443767168670389,0.004547886436274321
176,1030,1516,0.009443767168670389,0.0024666589232935307
177,1030,1658,0.009443767168670389,0.005214767535886665
178,1030,1703,0.009443767168670389,0.006214491977814389
179,1030,1712,0.009443767168670389,0.017796220430775004
180,1030,1715,0.009443767168670389,0.000799539344392055
181,1030,1735,0.009443767168670389,0.005387912161575757
182,1030,1989,0.009443767168670389,0.0038859834015733305
183,1030,2086,0.009443767168670389,0.0007089275940497704
184,1030,2148,0.009443767168670389,0.002227880334095844
185,1030,2151,0.009443767168670389,0.0026298224996626988
186,1030,2154,0.009443767168670389,0.002028445467126059
187,1030,2180,0.009443767168670389,0.0025762887648248475
188,1030,2324,0.009443767168670389,0.0001548983769484345
189,1030,2446,0.009443767168670389,0.004083464041493356
190,1030,2767,0.009443767168670389,0.0028145344571089935
191,1030,2783,0.009443767168670389,0.0008462004770632268
192,1030,2808,0.009443767168670389,0.006934214756458549
193,1030,2810,0.009443767168670389,0.0026799485448026432
194,1030,2817,0.009443767168670389,0.003237063890259336
195,1030,2868,0.009443767168670389,0.019880073891972688
196,1030,2938,0.009443767168670389,0.003181349461315179
197,1030,2990,0.009443767168670389,0.015510661831252577
198,1030,2997,0.009443767168670389,0.013694847206320452
199,1030,3034,0.009443767168670389,0.014895358985538612
200,1030,3130,0.009443767168670389,0.010467978159513135
201,1030,3148,0.009443767168670389,0.011233567200011044
202,1030,3162,0.009443767168670389,0.014476547802843633
203,1030,3183,0.009443767168670389,0.0
204,1030,3196,0.009443767168670389,0.020564958560036824
205,1030,3197,0.009443767168670389,0.0015283038436675535
206,1030,3214,0.009443767168670389,0.007030376877408947
207,1030,3221,0.009443767168670389,0.0015055517354198732
208,1030,3308,0.009443767168670389,0.003897971921231812
209,1030,3556,0.009443767168670389,0.027612007381414116
210,1030,3619,0.009443767168670389,0.020915024642678418
211,1030,3626,0.009443767168670389,0.001821746849129004
212,1030,3657,0.009443767168670389,0.00031440656466390107
213,1030,3706,0.009443767168670389,0.006787367774574136
214,1030,3734,0.009443767168670389,0.017925383207242206
215,1030,3783,0.009443767168670389,0.0
216,1030,3785,0.009443767168670389,0.010165222798273352
217,1030,3804,0.009443767168670389,0.0006124035033403288
218,1030,3883,0.009443767168670389,0.0006823737732427409
219,1031,1048,3.6379678243262163e-05,0.0
220,1031,3564,3.6379678243262163e-05,0.01117716596924492
221,1031,3927,3.6379678243262163e-05,0.0018233778360525125
222,1032,3037,0.0,0.0
223,1032,3273,0.0,2.975615000077922e-05
224,1033,1059,3.3577182021567966e-07,0.0
225,1033,2193,3.3577182021567966e-07,3.3577182021567966e-07
226,1034,1173,0.0005330825806972866,0.016072114077565897
227,1034,1174,0.0005330825806972866,0.003473496394943694
228,1034,1190,0.0005330825806972866,0.006832124981339052
229,1034,1343,0.0005330825806972866,0.00284428426354194
230,1034,1477,0.0005330825806972866,0.004547886436274321
231,1034,1516,0.0005330825806972866,0.0024666589232935307
232,1034,1703,0.0005330825806972866,0.006214491977814389
233,1034,2151,0.0005330825806972866,0.0026298224996626988
234,1034,2624,0.0005330825806972866,2.0861124378585313e-06
235,1034,3221,0.0005330825806972866,0.0015055517354198732
236,1034,3308,0.0005330825806972866,0.003897971921231812
237,1034,3619,0.0005330825806972866,0.020915024642678418
238,1034,3883,0.0005330825806972866,0.0006823737732427409
239,1035,1073,0.0,0.00799844150117064
240,1036,1240,0.0005113804821884801,0.019272809676438386
241,1036,1398,0.0005113804821884801,0.009724801404411927
242,1036,2264,0.0005113804821884801,0.0
243,1036,3672,0.0005113804821884801,4.298743862668691e-05
244,1037,1250,0.0003710277025546294,0.0017765299345656558
245,1037,2015,0.0003710277025546294,0.003293040407141808
246,1037,2165,0.0003710277025546294,0.0
247,1037,2310,0.0003710277025546294,0.0003977330480748241
248,1037,2579,0.0003710277025546294,0.0004647613798358245
249,1037,2588,0.0003710277025546294,0.014014122199767692
250,1037,2595,0.0003710277025546294,0.001379668388304364
251,1037,2695,0.0003710277025546294,0.004737413668402079
252,1037,2873,0.0003710277025546294,0.006571501096476377
253,1037,3244,0.0003710277025546294,0.0028353033001582246
254,1037,3785,0.0003710277025546294,0.010165222798273352
255,1037,3800,0.0003710277025546294,2.6543824738296232e-06
256,1037,3923,0.0003710277025546294,0.0005104323518124539
257,1037,3978,0.0003710277025546294,0.0025014846540179765
258,1037,4071,0.0003710277025546294,0.0007372107628416982
259,1038,1076,0.0,0.005113782866268975
260,1038,1970,0.0,0.0
261,104,1429,0.0004508397906946722,0.0023018553856428248
262,104,1624,0.0004508397906946722,0.0010469848846348905
263,104,1934,0.0004508397906946722,0.0027605331813260526
264,104,2353,0.0004508397906946722,0.0
265,104,2462,0.0004508397906946722,0.0013778062931799017
266,104,2617,0.0004508397906946722,0.005505211582238849
267,104,2806,0.0004508397906946722,0.0
268,104,2843,0.0004508397906946722,0.0050635760201100605
269,104,3635,0.0004508397906946722,0.0021771072815053114
270,104,3854,0.0004508397906946722,0.000149202226356947
271,104,591,0.0004508397906946722,0.00016737583070795968
272,104,972,0.0004508397906946722,0.0030459472696126397
273,1040,1278,0.0,5.596197003594661e-08
274,1041,2843,0.0,0.0050635760201100605
275,1041,3247,0.0,0.0008591517094781843
276,1042,1073,0.002061476780013294,0.00799844150117064
277,1042,1169,0.002061476780013294,0.0012860759512517558
278,1042,1830,0.002061476780013294,0.0
279,1042,2468,0.002061476780013294,0.0002630556038022776
280,1042,2716,0.002061476780013294,0.0
281,1042,3227,0.002061476780013294,0.0
282,1042,3554,0.002061476780013294,0.0
283,1042,3570,0.002061476780013294,0.0041489638839579835
284,1042,3626,0.002061476780013294,0.001821746849129004
285,1042,3671,0.002061476780013294,3.2374178637461166e-05
286,1042,3845,0.002061476780013294,0.00010274311050162692
287,1042,3953,0.002061476780013294,0.0
288,1042,3961,0.002061476780013294,0.003963058112578343
289,1042,4028,0.002061476780013294,0.0
290,1042,4068,0.002061476780013294,0.0006069239548280663
291,1044,3509,0.0,0.0010225930784668524
292,1045,3585,0.0,0.0005658613978745118
293,1047,3496,0.0,0.0005113804821884801
294,1048,3927,0.0,0.0018233778360525125
295,1049,1708,0.0,0.019061876787206323
296,1049,3081,0.0,2.098573876347998e-07
297,105,1250,0.0,0.0017765299345656558
298,105,3754,0.0,7.728287700581265e-05
299,105,4080,0.0,0.0018701451613062365
300,1050,2294,0.0,0.0011445691720837628
301,1050,2743,0.0,0.0025631032268848496
302,1051,1131,0.0062339295122387246,0.006274005248093532
303,1051,1190,0.0062339295122387246,0.006832124981339052
304,1051,1228,0.0062339295122387246,0.009836933334345549
305,1051,1310,0.0062339295122387246,0.00835442161401649
306,1051,1389,0.0062339295122387246,0.005550305319427913
307,1051,1470,0.0062339295122387246,0.009496790402793935
308,1051,1547,0.0062339295122387246,9.73695928722313e-05
309,1051,1576,0.0062339295122387246,0.0056427785606053835
310,1051,1628,0.0062339295122387246,0.0001234882827904187
311,1051,1710,0.0062339295122387246,0.005383849414202725
312,1051,1799,0.0062339295122387246,0.0021279924900281873
313,1051,1849,0.0062339295122387246,0.0013282012205275927
314,1051,2207,0.0062339295122387246,0.002943020794052806
315,1051,2229,0.0062339295122387246,0.0031327629734188224
316,1051,2237,0.0062339295122387246,0.002922658605311583
317,1051,2398,0.0062339295122387246,0.009588697691289765
318,1051,2462,0.0062339295122387246,0.0013778062931799017
319,1051,2611,0.0062339295122387246,0.0021141683957889264
320,1051,2617,0.0062339295122387246,0.005505211582238849
321,1051,2681,0.0062339295122387246,0.022832424167471072
322,1051,2691,0.0062339295122387246,0.0015662026960521571
323,1051,2765,0.0062339295122387246,0.0007648821425060277
324,1051,2861,0.0062339295122387246,0.019517384537349067
325,1051,3162,0.0062339295122387246,0.014476547802843633
326,1051,3373,0.0062339295122387246,0.0018745160674661578
327,1051,3420,0.0062339295122387246,3.6665139457201716e-05
328,1051,3695,0.0062339295122387246,0.0036877472644659924
329,1051,4066,0.0062339295122387246,6.018283036531325e-05
330,1052,2721,6.892461768998018e-05,0.002457667442235592
331,1052,2775,6.892461768998018e-05,0.003833738245530697
332,1054,1579,0.0005113804821884801,0.00010960248932550003
333,1054,1949,0.0005113804821884801,0.007109248723181198
334,1054,3611,0.0005113804821884801,0.0004137434866311349
335,1054,3625,0.0005113804821884801,0.0
336,1055,2997,0.0,0.013694847206320452
337,1056,1064,0.005424564392399827,0.0009209406982859765
338,1056,1102,0.005424564392399827,0.0027764508731347266
339,1056,1677,0.005424564392399827,0.000586095768946545
340,1056,1732,0.005424564392399827,0.0
341,1056,1793,0.005424564392399827,0.0007793456529121924
342,1056,2212,0.005424564392399827,0.0
343,1056,2483,0.005424564392399827,0.0001987060671951107
344,1056,2518,0.005424564392399827,0.04664416102539742
345,1056,2883,0.005424564392399827,4.803224715084178e-05
346,1056,3112,0.005424564392399827,0.0
347,1056,3202,0.005424564392399827,5.368038674998305e-05
348,1056,3436,0.005424564392399827,0.0017261034286778537
349,1056,3563,0.005424564392399827,0.0005501252076498027
350,1056,3691,0.005424564392399827,0.0011110566038026615
351,1056,3743,0.005424564392399827,0.0002811925750316997
352,1056,3764,0.005424564392399827,0.0005978905015525516
353,1056,3776,0.005424564392399827,0.014002416722106038
354,1058,2689,4.502422688913266e-05,0.0006460246907594447
355,1058,3457,4.502422688913266e-05,0.0009246259264347566
356,1058,3954,4.502422688913266e-05,0.0
357,106,1077,6.293894989438177e-06,0.0001348584163760291
358,106,1141,6.293894989438177e-06,0.0009169037459277969
359,106,2146,6.293894989438177e-06,0.0
360,106,2587,6.293894989438177e-06,0.0
361,106,3062,6.293894989438177e-06,0.0005113804821884801
362,1062,3218,0.0,0.0
363,1062,3577,0.0,0.007530828314079093
364,1063,1758,0.0,0.0010224251925567446
365,1064,1102,0.0009209406982859765,0.0027764508731347266
366,1064,1677,0.0009209406982859765,0.000586095768946545
367,1064,2483,0.0009209406982859765,0.0001987060671951107
368,1064,2518,0.0009209406982859765,0.04664416102539742
369,1064,3202,0.0009209406982859765,5.368038674998305e-05
370,1064,3669,0.0009209406982859765,0.0
371,1065,1447,0.00011005120934054127,0.00010009597353450472
372,1065,2439,0.00011005120934054127,0.0007761253635415445
373,1065,2559,0.00011005120934054127,0.0009295500073361354
374,1065,2670,0.00011005120934054127,0.005135602788024749
375,1065,2859,0.00011005120934054127,0.0018046427393212721
376,1065,3531,0.00011005120934054127,0.0008376332113626463
377,1066,1289,2.2332860260590518e-05,0.0
378,1066,1766,2.2332860260590518e-05,0.0
379,1066,2698,2.2332860260590518e-05,0.0004903425384902986
380,1066,3149,2.2332860260590518e-05,2.2332860260590518e-05
381,1067,2398,0.0,0.009588697691289765
382,1068,1172,2.723189052345331e-05,0.0004171776436810185
383,1068,1473,2.723189052345331e-05,2.2710641703121414e-05
384,1068,1565,2.723189052345331e-05,0.00022119660015638005
385,1068,2215,2.723189052345331e-05,0.001513984783461348
386,1068,2743,2.723189052345331e-05,0.0025631032268848496
387,1068,3734,2.723189052345331e-05,0.017925383207242206
388,1068,4055,2.723189052345331e-05,0.0007421417287628
389,107,1198,0.0,0.0015255128786306991
390,107,1616,0.0,0.0008908016287266071
391,107,1637,0.0,0.0
392,107,187,0.0,0.0005569979955224387
393,107,290,0.0,0.00020178581578069027
394,107,3162,0.0,0.014476547802843633
395,107,3212,0.0,0.0
396,107,3616,0.0,0.0
397,107,3993,0.0,0.0
398,107,451,0.0,0.0
399,107,595,0.0,0.0
400,107,669,0.0,0.00014931714300634943
401,107,897,0.0,0.0023363794280113794
402,107,945,0.0,0.00768095990958549
403,107,962,0.0,0.0
404,1070,1115,0.0,0.0
405,1070,2737,0.0,0.0
406,1071,2036,0.0007173977231071148,0.00027919379295860677
407,1071,2171,0.0007173977231071148,0.0005613680165664799
408,1071,2402,0.0007173977231071148,0.0020508377798069788
409,1071,3005,0.0007173977231071148,0.0042568663306556155
410,1071,3130,0.0007173977231071148,0.010467978159513135
411,1071,3147,0.0007173977231071148,0.002734175550664773
412,1071,3863,0.0007173977231071148,0.0
413,1072,2144,0.00021834173121715244,0.0
414,1072,2151,0.00021834173121715244,0.0026298224996626988
415,1072,2528,0.00021834173121715244,0.0011301084654931166
416,1072,3900,0.00021834173121715244,0.0
417,1073,1169,0.00799844150117064,0.0012860759512517558
418,1073,1633,0.00799844150117064,0.0
419,1073,1703,0.00799844150117064,0.006214491977814389
420,1073,1989,0.00799844150117064,0.0038859834015733305
421,1073,2298,0.00799844150117064,0.0013672384802523776
422,1073,2553,0.00799844150117064,0.0
423,1073,2716,0.00799844150117064,0.0
424,1073,2773,0.00799844150117064,0.011259131579028378
425,1073,2873,0.00799844150117064,0.006571501096476377
426,1073,2914,0.00799844150117064,0.011834100351167939
427,1073,2982,0.00799844150117064,0.0006407359726288582
428,1073,3165,0.00799844150117064,0.00821864438942235
429,1073,3450,0.00799844150117064,0.0013313592451565397
430,1073,3554,0.00799844150117064,0.0
431,1073,3570,0.00799844150117064,0.0041489638839579835
432,1073,3619,0.00799844150117064,0.020915024642678418
433,1073,3626,0.00799844150117064,0.001821746849129004
434,1073,3837,0.00799844150117064,0.0
435,1073,3845,0.00799844150117064,0.00010274311050162692
436,1073,3892,0.00799844150117064,0.006600295868527433
437,1073,3920,0.00799844150117064,0.001807234740796804
438,1073,3953,0.00799844150117064,0.0
439,1073,3961,0.00799844150117064,0.003963058112578343
440,1073,4068,0.00799844150117064,0.0006069239548280663
441,1074,1076,0.010276283989547138,0.005113782866268975
442,1074,1139,0.010276283989547138,0.018610575052036806
443,1074,1173,0.010276283989547138,0.016072114077565897
444,1074,1178,0.010276283989547138,0.005511576935453874
445,1074,1183,0.010276283989547138,0.008160558599736682
446,1074,1190,0.010276283989547138,0.006832124981339052
447,1074,1208,0.010276283989547138,0.02256795438916914
448,1074,1228,0.010276283989547138,0.009836933334345549
449,1074,1239,0.010276283989547138,0.0010252634740559605
450,1074,1240,0.010276283989547138,0.019272809676438386
451,1074,1310,0.010276283989547138,0.00835442161401649
452,1074,1343,0.010276283989547138,0.00284428426354194
453,1074,1451,0.010276283989547138,0.0021004503188606803
454,1074,1658,0.010276283989547138,0.005214767535886665
455,1074,1686,0.010276283989547138,0.0002097163181814039
456,1074,1708,0.010276283989547138,0.019061876787206323
457,1074,1712,0.010276283989547138,0.017796220430775004
458,1074,1715,0.010276283989547138,0.000799539344392055
459,1074,1735,0.010276283989547138,0.005387912161575757
460,1074,1812,0.010276283989547138,0.0010725624920511429
461,1074,1972,0.010276283989547138,0.032310883518891574
462,1074,1989,0.010276283989547138,0.0038859834015733305
463,1074,2086,0.010276283989547138,0.0007089275940497704
464,1074,2148,0.010276283989547138,0.002227880334095844
465,1074,2180,0.010276283989547138,0.0025762887648248475
466,1074,2220,0.010276283989547138,0.0016001267622660536
467,1074,2229,0.010276283989547138,0.0031327629734188224
468,1074,2270,0.010276283989547138,0.0049881082386145845
469,1074,2324,0.010276283989547138,0.0001548983769484345
470,1074,2397,0.010276283989547138,0.004092932361176255
471,1074,2398,0.010276283989547138,0.009588697691289765
472,1074,2446,0.010276283989547138,0.004083464041493356
473,1074,2457,0.010276283989547138,0.003707907380213987
474,1074,2481,0.010276283989547138,0.025389791121415626
475,1074,2518,0.010276283989547138,0.04664416102539742
476,1074,2526,0.010276283989547138,0.0006538587317876265
477,1074,2561,0.010276283989547138,0.0
478,1074,2575,0.010276283989547138,0.010652549682750973
479,1074,2593,0.010276283989547138,0.003093927660418554
480,1074,2773,0.010276283989547138,0.011259131579028378
481,1074,2808,0.010276283989547138,0.006934214756458549
482,1074,2810,0.010276283989547138,0.0026799485448026432
483,1074,2817,0.010276283989547138,0.003237063890259336
484,1074,2868,0.010276283989547138,0.019880073891972688
485,1074,2914,0.010276283989547138,0.011834100351167939
486,1074,2938,0.010276283989547138,0.003181349461315179
487,1074,2990,0.010276283989547138,0.015510661831252577
488,1074,2997,0.010276283989547138,0.013694847206320452
489,1074,3034,0.010276283989547138,0.014895358985538612
490,1074,3102,0.010276283989547138,0.005176819248594351
491,1074,3130,0.010276283989547138,0.010467978159513135
492,1074,3148,0.010276283989547138,0.011233567200011044
493,1074,3214,0.010276283989547138,0.007030376877408947
494,1074,3245,0.010276283989547138,0.000518008088798562
495,1074,3293,0.010276283989547138,0.00023801048737790293
496,1074,3454,0.010276283989547138,0.0021815051750038576
497,1074,3556,0.010276283989547138,0.027612007381414116
498,1074,3587,0.010276283989547138,0.004605351709175533
499,1074,3619,0.010276283989547138,0.020915024642678418
500,1074,3677,0.010276283989547138,0.008361225138662795
501,1074,3706,0.010276283989547138,0.006787367774574136
502,1074,3712,0.010276283989547138,0.0015615955006966634
503,1074,3734,0.010276283989547138,0.017925383207242206
504,1074,3785,0.010276283989547138,0.010165222798273352
505,1074,3789,0.010276283989547138,0.007889939463252308
506,1074,3935,0.010276283989547138,0.0070894794753748255
507,1075,1208,0.00018174685677021984,0.02256795438916914
508,1075,1219,0.00018174685677021984,0.0
509,1075,1280,0.00018174685677021984,0.001717494331414726
510,1075,1838,0.00018174685677021984,0.0
511,1075,2020,0.00018174685677021984,0.0
512,1075,2040,0.00018174685677021984,0.00994351784457551
513,1075,2306,0.00018174685677021984,0.0008230786984566775
514,1075,2307,0.00018174685677021984,0.004173223150245335
515,1075,2915,0.00018174685677021984,0.001714042106165348
516,1075,2960,0.00018174685677021984,0.004099142084732315
517,1075,3286,0.00018174685677021984,0.0007604837288531412
518,1075,3445,0.00018174685677021984,0.0031998180154326383
519,1075,3577,0.00018174685677021984,0.007530828314079093
520,1075,3613,0.00018174685677021984,0.006600967290551322
521,1075,3753,0.00018174685677021984,0.001600928274576346
522,1075,3975,0.00018174685677021984,0.007529032043041824
523,1076,1183,0.005113782866268975,0.008160558599736682
524,1076,1190,0.005113782866268975,0.006832124981339052
525,1076,1228,0.005113782866268975,0.009836933334345549
526,1076,1240,0.005113782866268975,0.019272809676438386
527,1076,1411,0.005113782866268975,0.0002555223551841322
528,1076,1580,0.005113782866268975,0.0008842659650106228
529,1076,1583,0.005113782866268975,0.0022884828219183004
530,1076,1658,0.005113782866268975,0.005214767535886665
531,1076,1712,0.005113782866268975,0.017796220430775004
532,1076,1715,0.005113782866268975,0.000799539344392055
533,1076,1735,0.005113782866268975,0.005387912161575757
534,1076,1970,0.005113782866268975,0.0
535,1076,1989,0.005113782866268975,0.0038859834015733305
536,1076,2086,0.005113782866268975,0.0007089275940497704
537,1076,2148,0.005113782866268975,0.002227880334095844
538,1076,2180,0.005113782866268975,0.0025762887648248475
539,1076,2324,0.005113782866268975,0.0001548983769484345
540,1076,2409,0.005113782866268975,0.0024664981824437126
541,1076,2446,0.005113782866268975,0.004083464041493356
542,1076,2560,0.005113782866268975,4.7959475363802425e-05
543,1076,2646,0.005113782866268975,0.0007669028373726123
544,1076,2808,0.005113782866268975,0.006934214756458549
545,1076,2810,0.005113782866268975,0.0026799485448026432
546,1076,2817,0.005113782866268975,0.003237063890259336
547,1076,2868,0.005113782866268975,0.019880073891972688
548,1076,2938,0.005113782866268975,0.003181349461315179
549,1076,2990,0.005113782866268975,0.015510661831252577
550,1076,2997,0.005113782866268975,0.013694847206320452
551,1076,3034,0.005113782866268975,0.014895358985538612
